ID;Apellido 1;Apellido 2;Nombre;Sexo;dblpperson name;dblp author key;Grupo;Universidad/Centro;Region;Empresa;Centro;Foreigner;Email(s);responsable;Corresponsal;Junta Dir.;Antiguedad;ACTIVO?;reciente;Valencia10;Almeria 12;Madrid 13;Cadiz 14;Santander 15;Salamanca 16;Tenerife 2017;;;;;;;;;;;;;;
SN00103;App1_242;App2_242;Nombre_242;V;Nombre_242 App1_242;homepages/Nombre_242App1_242;;UCLM;Castilla-La Mancha;;;;email_242;;;;2010;Sí;2014;2010;2012;;2014;;;;;;;;;;;;;;;;;
SN00104;App1_243;App2_243;Nombre_243;V;Nombre_243 App1_243;homepages/Nombre_243App1_243;;UNEX;Extremadura;;;;email_243;;;;2012;Sí;2017;;2012;2013;2014;;2016;2017;;;;;;;;;;;;;;
SN00105;App1_74;App2_74;Nombre_74;M;Nombre_74 App1_74;homepages/Nombre_74App1_74;;US;Andalucia;;;;email_74;;;;2010;;2014;2010;;2013;2014;;;;;;;;;;;;;;;;;
SN00106;App1_75;App2_75;Nombre_75;M;Nombre_75 App1_75;homepages/Nombre_75App1_75;;UCI-CUBA;Extranjero;;;CU;email_75;;;;2014;Sí;2014;;;;2014;;;;;;;;;;;;;;;;;
SN00107;App1_244;App2_244;Nombre_244;V;Nombre_244 App1_244;homepages/Nombre_244App1_244;;US;Andalucia;;;;email_244;;;;2010;Sí;2014;2010;;;2014;;;;;;;;;;;;;;;;;
SN00108;App1_245;App2_245;Nombre_245;V;Nombre_245 App1_245;homepages/Nombre_245App1_245;;Universidad Estatal de Milagro;Extranjero;;;EC;email_245;;;;2014;Sí;2016;;;;2014;;2016;;;;;;;;;;;;;;;
SN00109;App1_246;App2_246;Nombre_246;V;Nombre_246 App1_246;homepages/Nombre_246App1_246;;UNEX;Extremadura;;;;email_246;;;;2013;Sí;2017;;;2013;2014;;2016;2017;;;;;;;;;;;;;;
SN00110;App1_247;App2_247;Nombre_247;V;Nombre_247 App1_247;homepages/Nombre_247App1_247;;ALARCOSQUALITYCENTER;Castilla-La Mancha;;Si;;email_247;;;;2014;;2014;;;;2014;;;;;;;;;;;;;;;;;
SN00111;App1_12;App2_12;Nombre_12;M;Nombre_12 App1_12;homepages/Nombre_12App1_12;Met.formales;UCA;Andalucia;;;;email_12;Sí;Sí;;2010;Sí;2017;2010;2012;2013;2014;;2016;2017;;;;;;;;;;;;;;
SN00112;App1_76;App2_76;Nombre_76;M;Nombre_76 App1_76;homepages/Nombre_76App1_76;;UCM;C. Madrid;;;;email_76;;;;2010;;2014;2010;2012;;2014;;;;;;;;;;;;;;;;;
SN00113;App1_77;App2_77;Nombre_77;M;Nombre_77 App1_77;homepages/Nombre_77App1_77;;US;Andalucia;;;;email_77;;;;2012;;2014;;2012;;2014;;;;;;;;;;;;;;;;;
SN00114;App1_78;App2_78;Nombre_78;M;Nombre_78 App1_78;homepages/Nombre_78App1_78;;UPV;C. Valenciana;;;;email_78;;;;2014;Sí;2016;;;;2014;;2016;;;;;;;;;;;;;;;
SN00115;App1_248;App2_248;Nombre_248;V;Nombre_248 App1_248;homepages/Nombre_248App1_248;;UPV;C. Valenciana;;;;email_248;;;;2010;;2014;2010;;;2014;;;;;;;;;;;;;;;;;
SN00116;App1_249;App2_249;Nombre_249;V;Nombre_249 App1_249;homepages/Nombre_249App1_249;;UCLM;Castilla-La Mancha;;;;email_249;;;;2014;;2014;;;;2014;;;;;;;;;;;;;;;;;
SN00117;App1_29;App2_29;Nombre_29;V;Nombre_29 App1_29;homepages/Nombre_29App1_29;ISA;US;Andalucia;;;;email_29;;Sí;;2012;Sí;2017;;2012;;2014;;;2017;;;;;;;;;;;;;;
SN00118;App1_250;App2_250;Nombre_250;V;Nombre_250 App1_250;homepages/Nombre_250App1_250;;ITA;Aragon;;Si;;email_250;;;;2014;;2014;;;;2014;;;;;;;;;;;;;;;;;
SN00119;App1_251;App2_251;Nombre_251;V;Nombre_251 App1_251;homepages/Nombre_251App1_251;;UAL;Andalucia;;;;email_251;;;;2014;;2014;;;;2014;;;;;;;;;;;;;;;;;
SN00120;App1_252;App2_252;Nombre_252;V;Nombre_252 App1_252;homepages/Nombre_252App1_252;KDIS;UCO;Andalucia;;;;email_252;Sí;;;2014;Sí;2018;;;;2014;;;;2018;;;;;;;;;;;;;
SN00121;App1_79;App2_79;Nombre_79;M;Nombre_79 App1_79;homepages/Nombre_79App1_79;;UCLM;Castilla-La Mancha;;;;email_79;;;;2014;Sí;2017;;;;2014;;2016;2017;;;;;;;;;;;;;;
SN00122;App1_253;App2_253;Nombre_253;V;Nombre_253 App1_253;homepages/Nombre_253App1_253;;UPM;C. Madrid;;;;email_253;;;;2012;Sí;2017;;2012;;2014;;;2017;;;;;;;;;;;;;;
SN00123;App1_80;App2_80;Nombre_80;M;Nombre_80 App1_80;homepages/Nombre_80App1_80;;UPV;C. Valenciana;;;;email_80;;;;2010;Sí;2017;2010;2012;2013;;2015;2016;2017;;;;;;;;;;;;;;
SN00124;App1_81;App2_81;Nombre_81;M;Nombre_81 App1_81;homepages/Nombre_81App1_81;;UNIOVI;Asturias;;;;email_81;;;;2010;Sí;2016;2010;2012;2013;;2015;2016;;;;;;;;;;;;;;;
SN00125;App1_254;App2_254;Nombre_254;V;Nombre_254 App1_254;homepages/Nombre_254App1_254;;UCLM;Castilla-La Mancha;;;;email_254;;;;2013;Sí;2015;;;2013;;2015;;;;;;;;;;;;;;;;
SN00126;App1_255;App2_255;Nombre_255;V;Nombre_255 App1_255;homepages/Nombre_255App1_255;SOM;UOC;Cataluña;;;;email_255;Sí;;;2010;Sí;2015;2010;;2013;;2015;;;;;;;;;;;;;;;;
SN00127;App1_30;App2_30;Nombre_30;V;Nombre_30 App1_30;homepages/Nombre_30App1_30;DCG;UAL;Andalucia;;;;email_30;;Sí;;2013;Sí;2017;;;2013;;2015;2016;2017;;;;;;;;;;;;;;
SN00128;App1_256;App2_256;Nombre_256;V;Nombre_256 App1_256;homepages/Nombre_256App1_256;;UCA;Andalucia;;;;email_256;;;;2013;Sí;2017;;;2013;;2015;2016;2017;;;;;;;;;;;;;;
SN00129;App1_31;App2_31;Nombre_31;V;Nombre_31 App1_31;homepages/Nombre_31App1_31;SYST;UPM;C. Madrid;;;;email_31;Sí;Sí;;2010;Sí;2017;2010;;2013;;2015;2016;2017;;;;;;;;;;;;;;
SN00130;App1_257;App2_257;Nombre_257;V;Nombre_257 App1_257;homepages/Nombre_257App1_257;DCG;UAL;Andalucia;;;;email_257;Sí;;;2010;Sí;2017;2010;2012;2013;;2015;2016;2017;;;;;;;;;;;;;;
SN00131;App1_32;App2_32;Nombre_32;V;Nombre_32 App1_32;homepages/Nombre_32App1_32;GSI;USC;Galicia;;;;email_32;;Sí;;2013;Sí;2017;;;2013;;2015;2016;2017;;;;;;;;;;;;;;
SN00132;App1_258;App2_258;Nombre_258;V;Nombre_258 App1_258;homepages/Nombre_258App1_258;;UCM;C. Madrid;;;;email_258;;;;2010;Sí;2017;2010;;2013;;2015;2016;2017;;;;;;;;;;;;;;
SN00133;App1_259;App2_259;Nombre_259;V;Nombre_259 App1_259;homepages/Nombre_259App1_259;;UCA;Andalucia;;;;email_259;;;;2012;Sí;2017;;2012;2013;;2015;2016;2017;;;;;;;;;;;;;;
SN00134;App1_33;App2_33;Nombre_33;V;Nombre_33 App1_33;homepages/Nombre_33App1_33;GRASIA;UCM;C. Madrid;;;;email_33;;Sí;;2010;Sí;2015;2010;;2013;;2015;;;;;;;;;;;;;;;;
SN00135;App1_82;App2_82;Nombre_82;M;Nombre_82 App1_82;homepages/Nombre_82App1_82;;UAM;C. Madrid;;;;email_82;;;;2012;;2013;;2012;2013;;;;;;;;;;;;;;;;;;
SN00136;App1_260;App2_260;Nombre_260;V;Nombre_260 App1_260;homepages/Nombre_260App1_260;;UPV;C. Valenciana;;;;email_260;;;;2013;;2013;;;2013;;;;;;;;;;;;;;;;;;
SN00137;App1_261;App2_261;Nombre_261;V;Nombre_261 App1_261;homepages/Nombre_261App1_261;;EHU;Pais Vasco;;;;email_261;;;;2013;;2013;;;2013;;;;;;;;;;;;;;;;;;
SN00138;App1_262;App2_262;Nombre_262;V;Nombre_262 App1_262;homepages/Nombre_262App1_262;;UCM;C. Madrid;;;;email_262;;;;2010;;2013;2010;;2013;;;;;;;;;;;;;;;;;;
SN00139;App1_263;App2_263;Nombre_263;V;Nombre_263 App1_263;homepages/Nombre_263App1_263;;Telvent;C. Madrid;Si;;;email_263;;;;2013;;2013;;;2013;;;;;;;;;;;;;;;;;;
SN00140;App1_264;App2_264;Nombre_264;V;Nombre_264 App1_264;homepages/Nombre_264App1_264;;Electronica-Submarina;Andalucia;Si;;;email_264;;;;2013;;2013;;;2013;;;;;;;;;;;;;;;;;;
SN00141;App1_83;App2_83;Nombre_83;M;Nombre_83 App1_83;homepages/Nombre_83App1_83;;URJC;C. Madrid;;;;email_83;;;;2012;;2013;;2012;2013;;;;;;;;;;;;;;;;;;
SN00142;App1_265;App2_265;Nombre_265;V;Nombre_265 App1_265;homepages/Nombre_265App1_265;;UOC;Cataluña;;;;email_265;;;;2010;Sí;2016;2010;2012;2013;;;2016;;;;;;;;;;;;;;;
SN00143;App1_266;App2_266;Nombre_266;V;Nombre_266 App1_266;homepages/Nombre_266App1_266;;UCM;C. Madrid;;;;email_266;;;;2012;;2013;;2012;2013;;;;;;;;;;;;;;;;;;
SN00144;App1_84;App2_84;Nombre_84;M;Nombre_84 App1_84;homepages/Nombre_84App1_84;;UCA;Andalucia;;;;email_84;;;;2013;Sí;2017;;;2013;;;2016;2017;;;;;;;;;;;;;;
SN00145;App1_85;App2_85;Nombre_85;M;Nombre_85 App1_85;homepages/Nombre_85App1_85;;UDC;Galicia;;;;email_85;;;;2010;;2013;2010;2012;2013;;;;;;;;;;;;;;;;;;
SN00146;App1_267;App2_267;Nombre_267;V;Nombre_267 App1_267;homepages/Nombre_267App1_267;;Kent-UK;Extranjero;;;UK;email_267;;;;2013;Sí;2013;;;2013;;;;;;;;;;;;;;;;;;
SN00147;App1_268;App2_268;Nombre_268;V;Nombre_268 App1_268;homepages/Nombre_268App1_268;;UNEX;Extremadura;;;;email_268;;;;2013;;2013;;;2013;;;;;;;;;;;;;;;;;;
SN00148;App1_86;App2_86;Nombre_86;M;Nombre_86 App1_86;homepages/Nombre_86App1_86;;UA;C. Valenciana;;;;email_86;;;;2012;;2013;;2012;2013;;;;;;;;;;;;;;;;;;
SN00149;App1_87;App2_87;Nombre_87;M;Nombre_87 App1_87;homepages/Nombre_87App1_87;;UPM;C. Madrid;;;;email_87;;;;2013;Sí;2016;;;2013;;;2016;;;;;;;;;;;;;;;
SN00150;App1_269;App2_269;Nombre_269;V;Nombre_269 App1_269;homepages/Nombre_269App1_269;;UCA;Andalucia;;;;email_269;;;;2010;;2013;2010;2012;2013;;;;;;;;;;;;;;;;;;
SN00151;App1_270;App2_270;Nombre_270;V;Nombre_270 App1_270;homepages/Nombre_270App1_270;;UMA;Andalucia;;;;email_270;;;;2013;Sí;2017;;;2013;;;;2017;;;;;;;;;;;;;;
SN00152;App1_271;App2_271;Nombre_271;V;Nombre_271 App1_271;homepages/Nombre_271App1_271;;UPV;C. Valenciana;;;;email_271;;;;2013;;2013;;;2013;;;;;;;;;;;;;;;;;;
SN00153;App1_272;App2_272;Nombre_272;V;Nombre_272 App1_272;homepages/Nombre_272App1_272;;UVA;Castilla Leon;;;;email_272;;;;2013;;2013;;;2013;;;;;;;;;;;;;;;;;;
SN00154;App1_88;App2_88;Nombre_88;M;Nombre_88 App1_88;homepages/Nombre_88App1_88;;UCLM;Castilla-La Mancha;;;;email_88;;;;2013;;2013;;;2013;;;;;;;;;;;;;;;;;;
SN00155;App1_273;App2_273;Nombre_273;V;Nombre_273 App1_273;homepages/Nombre_273App1_273;;UPM;C. Madrid;;;;email_273;;;;2010;Sí;2016;2010;2012;2013;;;2016;;;;;;;;;;;;;;;
SN00156;App1_274;App2_274;Nombre_274;V;Nombre_274 App1_274;homepages/Nombre_274App1_274;;US;Andalucia;;;;email_274;;;;2013;;2013;;;2013;;;;;;;;;;;;;;;;;;
SN00157;App1_275;App2_275;Nombre_275;V;Nombre_275 App1_275;homepages/Nombre_275App1_275;;UCLM;Castilla-La Mancha;;;;email_275;;;;2013;;2013;;;2013;;;;;;;;;;;;;;;;;;
SN00158;App1_276;App2_276;Nombre_276;V;Nombre_276 App1_276;homepages/Nombre_276App1_276;;UCA;Andalucia;;;;email_276;;;;2012;;2013;;2012;2013;;;;;;;;;;;;;;;;;;
SN00159;App1_277;App2_277;Nombre_277;V;Nombre_277 App1_277;homepages/Nombre_277App1_277;;USON-MX;Extranjero;;;MX;email_277;;;;2013;Sí;2013;;;2013;;;;;;;;;;;;;;;;;;
SN00160;App1_278;App2_278;Nombre_278;V;Nombre_278 App1_278;homepages/Nombre_278App1_278;;UNIOVI;Asturias;;;;email_278;;;;2013;;2013;;;2013;;;;;;;;;;;;;;;;;;
SN00161;App1_89;App2_89;Nombre_89;M;Nombre_89 App1_89;homepages/Nombre_89App1_89;;UCM;C. Madrid;;;;email_89;;;;2013;;2013;;;2013;;;;;;;;;;;;;;;;;;
SN00162;App1_90;App2_90;Nombre_90;M;Nombre_90 App1_90;homepages/Nombre_90App1_90;;UCLM;Castilla-La Mancha;;;;email_90;;;;2010;Sí;2017;2010;;2013;;;2016;2017;;;;;;;;;;;;;;
SN00163;App1_13;App2_13;Nombre_13;M;Nombre_13 App1_13;homepages/Nombre_13App1_13;IDEA;US;Andalucia;;;;email_13;Sí;Sí;;2013;Sí;2017;;;2013;;;2016;2017;;;;;;;;;;;;;;
SN00164;App1_279;App2_279;Nombre_279;V;Nombre_279 App1_279;homepages/Nombre_279App1_279;;UPV;C. Valenciana;;;;email_279;;;;2013;;2013;;;2013;;;;;;;;;;;;;;;;;;
SN00165;App1_280;App2_280;Nombre_280;V;Nombre_280 App1_280;homepages/Nombre_280App1_280;;UPCT;Murcia;;;;email_280;;;;2012;;2013;;2012;2013;;;;;;;;;;;;;;;;;;
SN00166;App1_281;App2_281;Nombre_281;V;Nombre_281 App1_281;homepages/Nombre_281App1_281;;UDL;Cataluña;;;;email_281;;;;2013;;2013;;;2013;;;;;;;;;;;;;;;;;;
SN00167;App1_282;App2_282;Nombre_282;V;Nombre_282 App1_282;homepages/Nombre_282App1_282;;Vector Ltd;C. Madrid;Si;;;email_282;;;;2013;;2013;;;2013;;;;;;;;;;;;;;;;;;
SN00168;App1_91;App2_91;Nombre_91;M;Nombre_91 App1_91;homepages/Nombre_91App1_91;;UCLM;Castilla-La Mancha;;;;email_91;;;;2012;;2013;;2012;2013;;;;;;;;;;;;;;;;;;
SN00169;App1_92;App2_92;Nombre_92;M;Nombre_92 App1_92;homepages/Nombre_92App1_92;Kybele;URJC;C. Madrid;;;;email_92;Sí;;;2012;Sí;2013;;2012;2013;;;;;;;;;;;;;;;;;;
SN00170;App1_93;App2_93;Nombre_93;M;Nombre_93 App1_93;homepages/Nombre_93App1_93;;UCM;C. Madrid;;;;email_93;;;;2013;;2013;;;2013;;;;;;;;;;;;;;;;;;
SN00171;App1_283;App2_283;Nombre_283;V;Nombre_283 App1_283;homepages/Nombre_283App1_283;;UA;C. Valenciana;;;;email_283;;;;2013;;2013;;;2013;;;;;;;;;;;;;;;;;;
SN00172;App1_284;App2_284;Nombre_284;V;Nombre_284 App1_284;homepages/Nombre_284App1_284;;UA;C. Valenciana;;;;email_284;;;;2010;;2013;2010;2012;2013;;;;;;;;;;;;;;;;;;
SN00173;App1_94;App2_94;Nombre_94;M;Nombre_94 App1_94;homepages/Nombre_94App1_94;;UC3M;C. Madrid;;;;email_94;;;;2013;;2013;;;2013;;;;;;;;;;;;;;;;;;
SN00174;App1_285;App2_285;Nombre_285;V;Nombre_285 App1_285;homepages/Nombre_285App1_285;;USB-VE;Extranjero;;;VE;email_285;;;;2013;Sí;2013;;;2013;;;;;;;;;;;;;;;;;;
SN00175;App1_286;App2_286;Nombre_286;V;Nombre_286 App1_286;homepages/Nombre_286App1_286;;GLOIN;C. Madrid;Si;;;email_286;;;;2013;;2013;;;2013;;;;;;;;;;;;;;;;;;
SN00176;App1_287;App2_287;Nombre_287;V;Nombre_287 App1_287;homepages/Nombre_287App1_287;;Electronica-Submarina;Andalucia;Si;;;email_287;;;;2013;;2013;;;2013;;;;;;;;;;;;;;;;;;
SN00177;App1_288;App2_288;Nombre_288;V;Nombre_288 App1_288;homepages/Nombre_288App1_288;;UC3M;C. Madrid;;;;email_288;;;;2013;;2013;;;2013;;;;;;;;;;;;;;;;;;
SN00178;App1_289;App2_289;Nombre_289;V;Nombre_289 App1_289;homepages/Nombre_289App1_289;;Electronica-Submarina;Andalucia;Si;;;email_289;;;;2013;;2013;;;2013;;;;;;;;;;;;;;;;;;
SN00179;App1_290;App2_290;Nombre_290;V;Nombre_290 App1_290;homepages/Nombre_290App1_290;;UDC;Galicia;;;;email_290;;;;2012;;2013;;2012;2013;;;;;;;;;;;;;;;;;;
SN00180;App1_291;App2_291;Nombre_291;V;Nombre_291 App1_291;homepages/Nombre_291App1_291;;UNIOVI;Asturias;;;;email_291;;;;2013;;2013;;;2013;;;;;;;;;;;;;;;;;;
SN00181;App1_95;App2_95;Nombre_95;M;Nombre_95 App1_95;homepages/Nombre_95App1_95;;UCA;Andalucia;;;;email_95;;;;2010;Sí;2017;2010;;2013;;;2016;2017;;;;;;;;;;;;;;
SN00182;App1_292;App2_292;Nombre_292;V;Nombre_292 App1_292;homepages/Nombre_292App1_292;;UNIOVI;Asturias;;;;email_292;;;;2010;;2013;2010;2012;2013;;;;;;;;;;;;;;;;;;
SN00183;App1_293;App2_293;Nombre_293;V;Nombre_293 App1_293;homepages/Nombre_293App1_293;;UOC;Cataluña;;;;email_293;;;;2013;;2013;;;2013;;;;;;;;;;;;;;;;;;
SN00184;App1_294;App2_294;Nombre_294;V;Nombre_294 App1_294;homepages/Nombre_294App1_294;;UNEX;Extremadura;;;;email_294;;;;2013;;2013;;;2013;;;;;;;;;;;;;;;;;;
SN00185;App1_295;App2_295;Nombre_295;V;Nombre_295 App1_295;homepages/Nombre_295App1_295;;UDC;Galicia;;;;email_295;;;;2010;;2013;2010;2012;2013;;;;;;;;;;;;;;;;;;
SN00186;App1_296;App2_296;Nombre_296;V;Nombre_296 App1_296;homepages/Nombre_296App1_296;;UPV;C. Valenciana;;;;email_296;;;;2010;Sí;2017;2010;2012;2013;;;;2017;;;;;;;;;;;;;;
SN00187;App1_297;App2_297;Nombre_297;V;Nombre_297 App1_297;homepages/Nombre_297App1_297;;UCLM;Castilla-La Mancha;;;;email_297;;;;2012;;2013;;2012;2013;;;;;;;;;;;;;;;;;;
SN00188;App1_96;App2_96;Nombre_96;M;Nombre_96 App1_96;homepages/Nombre_96App1_96;;US;Andalucia;;;;email_96;;;;2012;;2013;;2012;2013;;;;;;;;;;;;;;;;;;
SN00189;App1_298;App2_298;Nombre_298;V;Nombre_298 App1_298;homepages/Nombre_298App1_298;;US;Andalucia;;;;email_298;;;;2013;;2013;;;2013;;;;;;;;;;;;;;;;;;
SN00190;App1_299;App2_299;Nombre_299;V;Nombre_299 App1_299;homepages/Nombre_299App1_299;;UPM;C. Madrid;;;;email_299;;;;2013;;2013;;;2013;;;;;;;;;;;;;;;;;;
SN00191;App1_300;App2_300;Nombre_300;V;Nombre_300 App1_300;homepages/Nombre_300App1_300;;UPM;C. Madrid;;;;email_300;;;;2013;;2013;;;2013;;;;;;;;;;;;;;;;;;
SN00192;App1_97;App2_97;Nombre_97;M;Nombre_97 App1_97;homepages/Nombre_97App1_97;;X;C. Madrid;Si;;;email_97;;;;2013;;2013;;;2013;;;;;;;;;;;;;;;;;;
SN00193;App1_301;App2_301;Nombre_301;V;Nombre_301 App1_301;homepages/Nombre_301App1_301;;UCM;C. Madrid;;;;email_301;;;;2010;;2013;2010;;2013;;;;;;;;;;;;;;;;;;
SN00194;App1_34;App2_34;Nombre_34;V;Nombre_34 App1_34;homepages/Nombre_34App1_34;Alarcos;UCLM;Castilla-La Mancha;;;;email_34;;Sí;;2010;Sí;2017;2010;2012;2013;;;2016;2017;;;;;;;;;;;;;;
SN00195;App1_302;App2_302;Nombre_302;V;Nombre_302 App1_302;homepages/Nombre_302App1_302;;UC3M;C. Madrid;;;;email_302;;;;2013;;2013;;;2013;;;;;;;;;;;;;;;;;;
SN00196;App1_303;App2_303;Nombre_303;V;Nombre_303 App1_303;homepages/Nombre_303App1_303;;UCA;Andalucia;;;;email_303;;;;2010;;2013;2010;;2013;;;;;;;;;;;;;;;;;;
SN00197;App1_304;App2_304;Nombre_304;V;Nombre_304 App1_304;homepages/Nombre_304App1_304;;UPM;C. Madrid;;;;email_304;;;;2013;Sí;2016;;;2013;;;2016;;;;;;;;;;;;;;;
SN00198;App1_305;App2_305;Nombre_305;V;Nombre_305 App1_305;homepages/Nombre_305App1_305;;UPCT;Murcia;;;;email_305;;;;2012;Sí;2016;;2012;2013;;;2016;;;;;;;;;;;;;;;
SN00199;App1_306;App2_306;Nombre_306;V;Nombre_306 App1_306;homepages/Nombre_306App1_306;;UAM;C. Madrid;;;;email_306;;;;2012;Sí;2016;;2012;2013;;;2016;;;;;;;;;;;;;;;
SN00200;App1_307;App2_307;Nombre_307;V;Nombre_307 App1_307;homepages/Nombre_307App1_307;;UNEX;Extremadura;;;;email_307;;;;2012;Sí;2017;;2012;2013;;;;2017;;;;;;;;;;;;;;
SN00201;App1_98;App2_98;Nombre_98;M;Nombre_98 App1_98;homepages/Nombre_98App1_98;;UC3M;C. Madrid;;;;email_98;;;;2013;;2013;;;2013;;;;;;;;;;;;;;;;;;
SN00202;App1_308;App2_308;Nombre_308;V;Nombre_308 App1_308;homepages/Nombre_308App1_308;;URJC;C. Madrid;;;;email_308;;;;2012;;2013;;2012;2013;;;;;;;;;;;;;;;;;;
SN00203;App1_99;App2_99;Nombre_99;M;Nombre_99 App1_99;homepages/Nombre_99App1_99;;UPM;C. Madrid;;;;email_99;;;;2013;;2013;;;2013;;;;;;;;;;;;;;;;;;
SN00204;App1_309;App2_309;Nombre_309;V;Nombre_309 App1_309;homepages/Nombre_309App1_309;;ISBAN;C. Madrid;Si;;;email_309;;;;2013;;2013;;;2013;;;;;;;;;;;;;;;;;;
SN00205;App1_310;App2_310;Nombre_310;V;Nombre_310 App1_310;homepages/Nombre_310App1_310;;I2FACTORY;C. Madrid;Si;;;email_310;;;;2013;;2013;;;2013;;;;;;;;;;;;;;;;;;
SN00206;App1_311;App2_311;Nombre_311;V;Nombre_311 App1_311;homepages/Nombre_311App1_311;;ISBAN;C. Madrid;Si;;;email_311;;;;2013;;2013;;;2013;;;;;;;;;;;;;;;;;;
SN00207;App1_312;App2_312;Nombre_312;V;Nombre_312 App1_312;homepages/Nombre_312App1_312;;UNICAN;Cantabria;;;;email_312;;;;2012;Sí;2017;;2012;;;2015;;2017;;;;;;;;;;;;;;
SN00208;App1_35;App2_35;Nombre_35;V;Nombre_35 App1_35;homepages/Nombre_35App1_35;IMDEA;IMDEA;C. Madrid;;Si;;email_35;Sí;Sí;;2012;Sí;2017;;2012;;;2015;2016;2017;;;;;;;;;;;;;;
SN00209;App1_313;App2_313;Nombre_313;V;Nombre_313 App1_313;homepages/Nombre_313App1_313;;UAL;Andalucia;;;;email_313;;;;2012;Sí;2016;;2012;;;2015;2016;;;;;;;;;;;;;;;
SN00210;App1_314;App2_314;Nombre_314;V;Nombre_314 App1_314;homepages/Nombre_314App1_314;;USC;Galicia;;;;email_314;;;;2012;Sí;2015;;2012;;;2015;;;;;;;;;;;;;;;;
SN00211;App1_315;App2_315;Nombre_315;V;Nombre_315 App1_315;homepages/Nombre_315App1_315;;USC;Galicia;;;;email_315;;;;2012;Sí;2016;;2012;;;2015;2016;;;;;;;;;;;;;;;
SN00212;App1_316;App2_316;Nombre_316;V;Nombre_316 App1_316;homepages/Nombre_316App1_316;;UMA;Andalucia;;;;email_316;;;;2012;Sí;2016;;2012;;;2015;2016;;;;;;;;;;;;;;;
SN00213;App1_317;App2_317;Nombre_317;V;Nombre_317 App1_317;homepages/Nombre_317App1_317;;US;Andalucia;;;;email_317;;;;2012;Sí;2017;;2012;;;2015;2016;2017;;;;;;;;;;;;;;
SN00214;App1_318;App2_318;Nombre_318;V;Nombre_318 App1_318;homepages/Nombre_318App1_318;;UM;Murcia;;;;email_318;;;;2012;Sí;2017;;2012;;;2015;2016;2017;;;;;;;;;;;;;;
SN00215;App1_100;App2_100;Nombre_100;M;Nombre_100 App1_100;homepages/Nombre_100App1_100;;UNEX;Extremadura;;;;email_100;;;;2010;Sí;2016;2010;2012;;;2015;2016;;;;;;;;;;;;;;;
SN00216;App1_101;App2_101;Nombre_101;M;Nombre_101 App1_101;homepages/Nombre_101App1_101;;UPV;C. Valenciana;;;;email_101;;;;2010;Sí;2016;2010;2012;;;2015;2016;;;;;;;;;;;;;;;
SN00217;App1_319;App2_319;Nombre_319;V;Nombre_319 App1_319;homepages/Nombre_319App1_319;;USC;Galicia;;;;email_319;;;;2012;Sí;2016;;2012;;;2015;2016;;;;;;;;;;;;;;;
SN00218;App1_320;App2_320;Nombre_320;V;Nombre_320 App1_320;homepages/Nombre_320App1_320;;ULL;Canarias;;;;email_320;;;;2012;;2012;;2012;;;;;;;;;;;;;;;;;;;
SN00219;App1_102;App2_102;Nombre_102;M;Nombre_102 App1_102;homepages/Nombre_102App1_102;;UAL;Andalucia;;;;email_102;;;;2012;;2012;;2012;;;;;;;;;;;;;;;;;;;
SN00220;App1_321;App2_321;Nombre_321;V;Nombre_321 App1_321;homepages/Nombre_321App1_321;;UPCT;Murcia;;;;email_321;;;;2010;Sí;2016;2010;2012;;;;2016;;;;;;;;;;;;;;;
SN00221;App1_14;App2_14;Nombre_14;M;Nombre_14 App1_14;homepages/Nombre_14App1_14;DSIE;UPCT;Murcia;;;;email_14;;Sí;;2012;Sí;2016;;2012;;;;2016;;;;;;;;;;;;;;;
SN00222;App1_322;App2_322;Nombre_322;V;Nombre_322 App1_322;homepages/Nombre_322App1_322;;EHU;Pais Vasco;;;;email_322;;;;2012;;2012;;2012;;;;;;;;;;;;;;;;;;;
SN00223;App1_323;App2_323;Nombre_323;V;Nombre_323 App1_323;homepages/Nombre_323App1_323;;UAL;Andalucia;;;;email_323;;;;2012;Sí;2017;;2012;;;;2016;2017;;;;;;;;;;;;;;
SN00224;App1_324;App2_324;Nombre_324;V;Nombre_324 App1_324;homepages/Nombre_324App1_324;;ULL;Canarias;;;;email_324;;;;2012;;2012;;2012;;;;;;;;;;;;;;;;;;;
SN00225;App1_325;App2_325;Nombre_325;V;Nombre_325 App1_325;homepages/Nombre_325App1_325;;UPV;C. Valenciana;;;;email_325;;;;2012;;2012;;2012;;;;;;;;;;;;;;;;;;;
SN00226;App1_326;App2_326;Nombre_326;V;Nombre_326 App1_326;homepages/Nombre_326App1_326;;UDC;Galicia;;;;email_326;;;;2010;;2012;2010;2012;;;;;;;;;;;;;;;;;;;
SN00227;App1_327;App2_327;Nombre_327;V;Nombre_327 App1_327;homepages/Nombre_327App1_327;;UC-PT;Extranjero;;;US;email_327;;;;2012;;2012;;2012;;;;;;;;;;;;;;;;;;;
SN00228;App1_328;App2_328;Nombre_328;V;Nombre_328 App1_328;homepages/Nombre_328App1_328;;UAM;C. Madrid;;;;email_328;;;;2012;;2012;;2012;;;;;;;;;;;;;;;;;;;
SN00229;App1_329;App2_329;Nombre_329;V;Nombre_329 App1_329;homepages/Nombre_329App1_329;;Betvalue;C. Madrid;Si;;;email_329;;;;2012;;2012;;2012;;;;;;;;;;;;;;;;;;;
