ID;Apellido 1;Apellido 2;Nombre;Sexo;dblpperson name;dblp author key;Grupo;Universidad/Centro;Region;Empresa;Centro;Foreigner;Email(s);responsable;Corresponsal;Junta Dir.;Antiguedad;ACTIVO?;reciente;Valencia10;Almeria 12;Madrid 13;Cadiz 14;Santander 15;Salamanca 16;Tenerife 2017;;;;;;;;;;;;;;
SN00230;App1_330;App2_330;Nombre_330;V;Nombre_330 App1_330;homepages/Nombre_330App1_330;;UNEX;Extremadura;;;;email_330;;;;2012;Sí;2017;;2012;;;;2016;2017;;;;;;;;;;;;;;
SN00231;App1_331;App2_331;Nombre_331;V;Nombre_331 App1_331;homepages/Nombre_331App1_331;;UDG;Cataluña;;;;email_331;;;;2012;;2012;;2012;;;;;;;;;;;;;;;;;;;
SN00232;App1_332;App2_332;Nombre_332;V;Nombre_332 App1_332;homepages/Nombre_332App1_332;;UM;Murcia;;;;email_332;;;;2012;;2012;;2012;;;;;;;;;;;;;;;;;;;
SN00233;App1_333;App2_333;Nombre_333;V;Nombre_333 App1_333;homepages/Nombre_333App1_333;;UM;Murcia;;;;email_333;;;;2012;Sí;2017;;2012;;;;;2017;;;;;;;;;;;;;;
SN00234;App1_334;App2_334;Nombre_334;V;Nombre_334 App1_334;homepages/Nombre_334App1_334;;UHU;Andalucia;;;;email_334;;;;2012;;2012;;2012;;;;;;;;;;;;;;;;;;;
SN00235;App1_335;App2_335;Nombre_335;V;Nombre_335 App1_335;homepages/Nombre_335App1_335;;UHU;Andalucia;;;;email_335;;;;2012;;2012;;2012;;;;;;;;;;;;;;;;;;;
SN00236;App1_336;App2_336;Nombre_336;V;Nombre_336 App1_336;homepages/Nombre_336App1_336;;US;Andalucia;;;;email_336;;;;2012;Sí;2017;;2012;;;2015;2016;2017;;;;;;;;;;;;;;
SN00237;App1_36;App2_36;Nombre_36;V;Nombre_36 App1_36;homepages/Nombre_36App1_36;ModelUM;UM;Murcia;;;;email_36;Sí;Sí;;2010;Sí;2017;2010;2012;;;;2016;2017;;;;;;;;;;;;;;
SN00238;App1_103;App2_103;Nombre_103;M;Nombre_103 App1_103;homepages/Nombre_103App1_103;;UA;C. Valenciana;;;;email_103;;;;2010;;2012;2010;2012;;;;;;;;;;;;;;;;;;;
SN00239;App1_104;App2_104;Nombre_104;M;Nombre_104 App1_104;homepages/Nombre_104App1_104;;UPV;C. Valenciana;;;;email_104;;;;2012;;2012;;2012;;;;;;;;;;;;;;;;;;;
SN00240;App1_337;App2_337;Nombre_337;V;Nombre_337 App1_337;homepages/Nombre_337App1_337;;UPV;C. Valenciana;;;;email_337;;;;2012;Sí;2016;;2012;;;;2016;;;;;;;;;;;;;;;
SN00241;App1_338;App2_338;Nombre_338;V;Nombre_338 App1_338;homepages/Nombre_338App1_338;LoUISE;UCLM;Castilla-La Mancha;;;;email_338;Sí;;;2012;;2012;;2012;;;;;;;;;;;;;;;;;;;
SN00242;App1_339;App2_339;Nombre_339;V;Nombre_339 App1_339;homepages/Nombre_339App1_339;;UMA;Andalucia;;;;email_339;;;;2010;;2012;2010;2012;;;;;;;;;;;;;;;;;;;
SN00243;App1_340;App2_340;Nombre_340;V;Nombre_340 App1_340;homepages/Nombre_340App1_340;;UGR;Andalucia;;;;email_340;;;;2012;;2012;;2012;;;;;;;;;;;;;;;;;;;
SN00244;App1_105;App2_105;Nombre_105;M;Nombre_105 App1_105;homepages/Nombre_105App1_105;;UCA;Andalucia;;;;email_105;;;;2010;Sí;2016;2010;2012;;;;2016;;;;;;;;;;;;;;;
SN00245;App1_341;App2_341;Nombre_341;V;Nombre_341 App1_341;homepages/Nombre_341App1_341;;US;Andalucia;;;;email_341;;;;2012;Sí;2016;;2012;;;;2016;;;;;;;;;;;;;;;
SN00246;App1_342;App2_342;Nombre_342;V;Nombre_342 App1_342;homepages/Nombre_342App1_342;;UA;C. Valenciana;;;;email_342;;;;2012;;2012;;2012;;;;;;;;;;;;;;;;;;;
SN00247;App1_343;App2_343;Nombre_343;V;Nombre_343 App1_343;homepages/Nombre_343App1_343;;UPV;C. Valenciana;;;;email_343;;;;2010;Sí;2016;2010;2012;;;;2016;;;;;;;;;;;;;;;
SN00248;App1_344;App2_344;Nombre_344;V;Nombre_344 App1_344;homepages/Nombre_344App1_344;;UPM;C. Madrid;;;;email_344;;;;2012;;2012;;2012;;;;;;;;;;;;;;;;;;;
SN00249;App1_345;App2_345;Nombre_345;V;Nombre_345 App1_345;homepages/Nombre_345App1_345;;UPV;C. Valenciana;;;;email_345;;;;2012;Sí;2017;;2012;;;;2016;2017;;;;;;;;;;;;;;
SN00250;App1_346;App2_346;Nombre_346;V;Nombre_346 App1_346;homepages/Nombre_346App1_346;;Speedy-AR;Extranjero;Si;;AR;email_346;;;;2012;;2012;;2012;;;;;;;;;;;;;;;;;;;
SN00251;App1_347;App2_347;Nombre_347;V;Nombre_347 App1_347;homepages/Nombre_347App1_347;;UBU;Castilla Leon;;;;email_347;;;;2012;;2012;;2012;;;;;;;;;;;;;;;;;;;
SN00252;App1_348;App2_348;Nombre_348;V;Nombre_348 App1_348;homepages/Nombre_348App1_348;;EHU;Pais Vasco;;;;email_348;;;;2012;;2012;;2012;;;;;;;;;;;;;;;;;;;
SN00253;App1_106;App2_106;Nombre_106;M;Nombre_106 App1_106;homepages/Nombre_106App1_106;;UVA;Castilla Leon;;;;email_106;;;;2012;;2012;;2012;;;;;;;;;;;;;;;;;;;
SN00254;App1_349;App2_349;Nombre_349;V;Nombre_349 App1_349;homepages/Nombre_349App1_349;;UBU;Castilla Leon;Si;;;email_349;;;;2012;;2012;;2012;;;;;;;;;;;;;;;;;;;
SN00255;App1_350;App2_350;Nombre_350;V;Nombre_350 App1_350;homepages/Nombre_350App1_350;;UMA;Andalucia;;;;email_350;;;;2010;;2012;2010;2012;;;;;;;;;;;;;;;;;;;
SN00256;App1_351;App2_351;Nombre_351;V;Nombre_351 App1_351;homepages/Nombre_351App1_351;;IMDEA;C. Madrid;;Si;;email_351;;;;2012;;2012;;2012;;;;;;;;;;;;;;;;;;;
SN00257;App1_352;App2_352;Nombre_352;V;Nombre_352 App1_352;homepages/Nombre_352App1_352;;US;Andalucia;;;;email_352;;;;2012;Sí;2017;;2012;;;;2016;2017;;;;;;;;;;;;;;
SN00258;App1_37;App2_37;Nombre_37;V;Nombre_37 App1_37;homepages/Nombre_37App1_37;KHAOS;UMA;Andalucia;;;;email_37;;Sí;;2010;;2012;2010;2012;;;;;;;;;;;;;;;;;;;
SN00259;App1_353;App2_353;Nombre_353;V;Nombre_353 App1_353;homepages/Nombre_353App1_353;;UPC;Cataluña;;;;email_353;;;;2012;Sí;2016;;2012;;;;2016;;;;;;;;;;;;;;;
SN00260;App1_107;App2_107;Nombre_107;M;Nombre_107 App1_107;homepages/Nombre_107App1_107;;UGR;Andalucia;;;;email_107;;;;2012;;2012;;2012;;;;;;;;;;;;;;;;;;;
SN00261;App1_354;App2_354;Nombre_354;V;Nombre_354 App1_354;homepages/Nombre_354App1_354;;UAL;Andalucia;;;;email_354;;;;2012;;2012;;2012;;;;;;;;;;;;;;;;;;;
SN00262;App1_108;App2_108;Nombre_108;M;Nombre_108 App1_108;homepages/Nombre_108App1_108;;UGR;Andalucia;;;;email_108;;;;2012;;2012;;2012;;;;;;;;;;;;;;;;;;;
SN00263;App1_355;App2_355;Nombre_355;V;Nombre_355 App1_355;homepages/Nombre_355App1_355;;UDG;Cataluña;;;;email_355;;;;2012;;2012;;2012;;;;;;;;;;;;;;;;;;;
SN00264;App1_109;App2_109;Nombre_109;M;Nombre_109 App1_109;homepages/Nombre_109App1_109;;UPM;C. Madrid;;;;email_109;;;;2012;;2012;;2012;;;;;;;;;;;;;;;;;;;
SN00265;App1_110;App2_110;Nombre_110;M;Nombre_110 App1_110;homepages/Nombre_110App1_110;;URJC;C. Madrid;;;;email_110;;;;2012;;2012;;2012;;;;;;;;;;;;;;;;;;;
SN00266;App1_356;App2_356;Nombre_356;V;Nombre_356 App1_356;homepages/Nombre_356App1_356;;UAL;Andalucia;;;;email_356;;;;2012;;2012;;2012;;;;;;;;;;;;;;;;;;;
SN00267;App1_357;App2_357;Nombre_357;V;Nombre_357 App1_357;homepages/Nombre_357App1_357;;UPM;C. Madrid;;;;email_357;;;;2012;;2012;;2012;;;;;;;;;;;;;;;;;;;
SN00268;App1_111;App2_111;Nombre_111;M;Nombre_111 App1_111;homepages/Nombre_111App1_111;;UPCT;Murcia;;;;email_111;;;;2010;;2012;2010;2012;;;;;;;;;;;;;;;;;;;
SN00269;App1_358;App2_358;Nombre_358;V;Nombre_358 App1_358;homepages/Nombre_358App1_358;;UCLM;Castilla-La Mancha;;;;email_358;;;;2012;;2012;;2012;;;;;;;;;;;;;;;;;;;
SN00270;App1_359;App2_359;Nombre_359;V;Nombre_359 App1_359;homepages/Nombre_359App1_359;;UPCT;Murcia;;;;email_359;;;;2012;;2012;;2012;;;;;;;;;;;;;;;;;;;
SN00271;App1_360;App2_360;Nombre_360;V;Nombre_360 App1_360;homepages/Nombre_360App1_360;;UAM;C. Madrid;;;;email_360;;;;2010;;2012;2010;2012;;;;;;;;;;;;;;;;;;;
SN00272;App1_112;App2_112;Nombre_112;M;Nombre_112 App1_112;homepages/Nombre_112App1_112;;UNEX;Extremadura;;;;email_112;;;;2012;;2012;;2012;;;;;;;;;;;;;;;;;;;
SN00273;App1_361;App2_361;Nombre_361;V;Nombre_361 App1_361;homepages/Nombre_361App1_361;;UAL;Andalucia;;;;email_361;;;;2012;;2012;;2012;;;;;;;;;;;;;;;;;;;
SN00274;App1_362;App2_362;Nombre_362;V;Nombre_362 App1_362;homepages/Nombre_362App1_362;;UPC;Cataluña;;;;email_362;;;;2012;;2012;;2012;;;;;;;;;;;;;;;;;;;
SN00275;App1_38;App2_38;Nombre_38;V;Nombre_38 App1_38;homepages/Nombre_38App1_38;GIS-UMU;UM;Murcia;;;;email_38;Sí;Sí;;2010;Sí;2016;2010;2012;;;;2016;;;;;;;;;;;;;;;
SN00276;App1_363;App2_363;Nombre_363;V;Nombre_363 App1_363;homepages/Nombre_363App1_363;;URJC;C. Madrid;;;;email_363;;;;2012;;2012;;2012;;;;;;;;;;;;;;;;;;;
SN00277;App1_364;App2_364;Nombre_364;V;Nombre_364 App1_364;homepages/Nombre_364App1_364;;UMAGALLANES-CL;Extranjero;;;CL;email_364;;;;2012;;2012;;2012;;;;;;;;;;;;;;;;;;;
SN00278;App1_113;App2_113;Nombre_113;M;Nombre_113 App1_113;homepages/Nombre_113App1_113;;URJC;C. Madrid;;;;email_113;;;;2012;;2012;;2012;;;;;;;;;;;;;;;;;;;
SN00279;App1_365;App2_365;Nombre_365;V;Nombre_365 App1_365;homepages/Nombre_365App1_365;;UDG;Cataluña;;;;email_365;;;;2012;;2012;;2012;;;;;;;;;;;;;;;;;;;
SN00280;App1_114;App2_114;Nombre_114;M;Nombre_114 App1_114;homepages/Nombre_114App1_114;;UPV;C. Valenciana;;;;email_114;;;;2012;;2012;;2012;;;;;;;;;;;;;;;;;;;
SN00281;App1_366;App2_366;Nombre_366;V;Nombre_366 App1_366;homepages/Nombre_366App1_366;;UNIZAR;Aragon;;;;email_366;;;;2012;;2012;;2012;;;;;;;;;;;;;;;;;;;
SN00282;App1_367;App2_367;Nombre_367;V;Nombre_367 App1_367;homepages/Nombre_367App1_367;;UA;C. Valenciana;;;;email_367;;;;2012;;2012;;2012;;;;;;;;;;;;;;;;;;;
SN00283;App1_115;App2_115;Nombre_115;M;Nombre_115 App1_115;homepages/Nombre_115App1_115;;UDC;Galicia;;;;email_115;;;;2010;Sí;2015;2010;;;;2015;;;;;;;;;;;;;;;;
SN00284;App1_116;App2_116;Nombre_116;M;Nombre_116 App1_116;homepages/Nombre_116App1_116;;US;Andalucia;;;;email_116;;;;2010;Sí;2017;2010;;;;2015;;2017;;;;;;;;;;;;;;
SN00285;App1_368;App2_368;Nombre_368;V;Nombre_368 App1_368;homepages/Nombre_368App1_368;;US;Andalucia;;;;email_368;;;;2010;Sí;2017;2010;;;;2015;2016;2017;;;;;;;;;;;;;;
SN00286;App1_369;App2_369;Nombre_369;V;Nombre_369 App1_369;homepages/Nombre_369App1_369;GESSI;UPC;Cataluña;;;;email_369;Sí;;;2010;Sí;2017;2010;;;;2015;;2017;;;;;;;;;;;;;;
SN00287;App1_370;App2_370;Nombre_370;V;Nombre_370 App1_370;homepages/Nombre_370App1_370;;UNIOVI;Asturias;;;;email_370;;;;2010;Sí;2015;2010;;;;2015;;;;;;;;;;;;;;;;
SN00288;App1_371;App2_371;Nombre_371;V;Nombre_371 App1_371;homepages/Nombre_371App1_371;;UPV;C. Valenciana;;;;email_371;;;;2010;Sí;2015;2010;;;;2015;;;;;;;;;;;;;;;;
SN00289;App1_372;App2_372;Nombre_372;V;Nombre_372 App1_372;homepages/Nombre_372App1_372;;UPM;C. Madrid;;;;email_372;;;;2010;Sí;2016;2010;;;;2015;2016;;;;;;;;;;;;;;;
SN00290;App1_373;App2_373;Nombre_373;V;Nombre_373 App1_373;homepages/Nombre_373App1_373;;MONDRAGON;Pais Vasco;;;;email_373;;;;2010;;2010;2010;;;;;;;;;;;;;;;;;;;;
SN00291;App1_117;App2_117;Nombre_117;M;Nombre_117 App1_117;homepages/Nombre_117App1_117;;UPV;C. Valenciana;;;;email_117;;;;2010;;2010;2010;;;;;;;;;;;;;;;;;;;;
SN00292;App1_374;App2_374;Nombre_374;V;Nombre_374 App1_374;homepages/Nombre_374App1_374;;IBIT;C. Madrid;Si;;;email_374;;;;2010;;2010;2010;;;;;;;;;;;;;;;;;;;;
SN00293;App1_118;App2_118;Nombre_118;M;Nombre_118 App1_118;homepages/Nombre_118App1_118;;UDC;Galicia;;;;email_118;;;;2010;;2010;2010;;;;;;;;;;;;;;;;;;;;
SN00294;App1_375;App2_375;Nombre_375;V;Nombre_375 App1_375;homepages/Nombre_375App1_375;;UNIRIOJA;Rioja;;;;email_375;;;;2010;;2010;2010;;;;;;;;;;;;;;;;;;;;
SN00295;App1_376;App2_376;Nombre_376;V;Nombre_376 App1_376;homepages/Nombre_376App1_376;;UHU;Andalucia;;;;email_376;;;;2010;;2010;2010;;;;;;;;;;;;;;;;;;;;
SN00296;App1_377;App2_377;Nombre_377;V;Nombre_377 App1_377;homepages/Nombre_377App1_377;;EHU;Pais Vasco;;;;email_377;;;;2010;;2010;2010;;;;;;;;;;;;;;;;;;;;
SN00297;App1_378;App2_378;Nombre_378;V;Nombre_378 App1_378;homepages/Nombre_378App1_378;;ATOS;C. Madrid;Si;;;email_378;;;;2010;;2010;2010;;;;;;;;;;;;;;;;;;;;
SN00298;App1_119;App2_119;Nombre_119;M;Nombre_119 App1_119;homepages/Nombre_119App1_119;;UPM;C. Madrid;;;;email_119;;;;2010;;2010;2010;;;;;;;;;;;;;;;;;;;;
SN00299;App1_379;App2_379;Nombre_379;V;Nombre_379 App1_379;homepages/Nombre_379App1_379;;EHU;Pais Vasco;;;;email_379;;;;2010;;2010;2010;;;;;;;;;;;;;;;;;;;;
SN00300;App1_120;App2_120;Nombre_120;M;Nombre_120 App1_120;homepages/Nombre_120App1_120;;URJC;C. Madrid;;;;email_120;;;;2010;;2010;2010;;;;;;;;;;;;;;;;;;;;
SN00301;App1_121;App2_121;Nombre_121;M;Nombre_121 App1_121;homepages/Nombre_121App1_121;;US;Andalucia;;;;email_121;;;;2010;;2010;2010;;;;;;;;;;;;;;;;;;;;
SN00302;App1_380;App2_380;Nombre_380;V;Nombre_380 App1_380;homepages/Nombre_380App1_380;;UPV;C. Valenciana;;;;email_380;;;;2010;;2010;2010;;;;;;;;;;;;;;;;;;;;
SN00303;App1_381;App2_381;Nombre_381;V;Nombre_381 App1_381;homepages/Nombre_381App1_381;;UNIOVI;Asturias;;;;email_381;;;;2010;;2010;2010;;;;;;;;;;;;;;;;;;;;
SN00304;App1_382;App2_382;Nombre_382;V;Nombre_382 App1_382;homepages/Nombre_382App1_382;;UDC;Galicia;;;;email_382;;;;2010;;2010;2010;;;;;;;;;;;;;;;;;;;;
SN00305;App1_383;App2_383;Nombre_383;V;Nombre_383 App1_383;homepages/Nombre_383App1_383;;UPV;C. Valenciana;;;;email_383;;;;2010;;2010;2010;;;;;;;;;;;;;;;;;;;;
SN00306;App1_122;App2_122;Nombre_122;M;Nombre_122 App1_122;homepages/Nombre_122App1_122;;UPV;C. Valenciana;;;;email_122;;;;2010;;2010;2010;;;;;;;;;;;;;;;;;;;;
SN00307;App1_384;App2_384;Nombre_384;V;Nombre_384 App1_384;homepages/Nombre_384App1_384;;US;Andalucia;;;;email_384;;;;2010;;2010;2010;;;;;;;;;;;;;;;;;;;;
SN00308;App1_385;App2_385;Nombre_385;V;Nombre_385 App1_385;homepages/Nombre_385App1_385;;ULL;Canarias;;;;email_385;;;;2010;;2010;2010;;;;;;;;;;;;;;;;;;;;
SN00309;App1_123;App2_123;Nombre_123;M;Nombre_123 App1_123;homepages/Nombre_123App1_123;;US;Andalucia;;;;email_123;;;;2010;;2010;2010;;;;;;;;;;;;;;;;;;;;
SN00310;App1_386;App2_386;Nombre_386;V;Nombre_386 App1_386;homepages/Nombre_386App1_386;;UDC;Galicia;;;;email_386;;;;2010;;2010;2010;;;;;;;;;;;;;;;;;;;;
SN00311;App1_387;App2_387;Nombre_387;V;Nombre_387 App1_387;homepages/Nombre_387App1_387;;DEUSTO;Pais Vasco;;;;email_387;;;;2010;;2010;2010;;;;;;;;;;;;;;;;;;;;
SN00312;App1_388;App2_388;Nombre_388;V;Nombre_388 App1_388;homepages/Nombre_388App1_388;;US;Andalucia;;;;email_388;;;;2010;Sí;2017;2010;;;;;2016;2017;;;;;;;;;;;;;;
SN00313;App1_389;App2_389;Nombre_389;V;Nombre_389 App1_389;homepages/Nombre_389App1_389;;INREDIS;C. Madrid;Si;;;email_389;;;;2010;;2010;2010;;;;;;;;;;;;;;;;;;;;
SN00314;App1_390;App2_390;Nombre_390;V;Nombre_390 App1_390;homepages/Nombre_390App1_390;;UNIZAR;Aragon;;;;email_390;;;;2010;;2010;2010;;;;;;;;;;;;;;;;;;;;
SN00315;App1_391;App2_391;Nombre_391;V;Nombre_391 App1_391;homepages/Nombre_391App1_391;;UPV;C. Valenciana;;;;email_391;;;;2010;;2010;2010;;;;;;;;;;;;;;;;;;;;
SN00316;App1_392;App2_392;Nombre_392;V;Nombre_392 App1_392;homepages/Nombre_392App1_392;;UPV;C. Valenciana;;;;email_392;;;;2010;;2010;2010;;;;;;;;;;;;;;;;;;;;
SN00317;App1_124;App2_124;Nombre_124;M;Nombre_124 App1_124;homepages/Nombre_124App1_124;;UCLM;Castilla-La Mancha;;;;email_124;;;;2010;;2010;2010;;;;;;;;;;;;;;;;;;;;
SN00318;App1_393;App2_393;Nombre_393;V;Nombre_393 App1_393;homepages/Nombre_393App1_393;;CSD;C. Madrid;Si;;;email_393;;;;2010;;2010;2010;;;;;;;;;;;;;;;;;;;;
SN00319;App1_394;App2_394;Nombre_394;V;Nombre_394 App1_394;homepages/Nombre_394App1_394;;UDC;Galicia;;;;email_394;;;;2010;;2010;2010;;;;;;;;;;;;;;;;;;;;
SN00320;App1_395;App2_395;Nombre_395;V;Nombre_395 App1_395;homepages/Nombre_395App1_395;;UPV;C. Valenciana;;;;email_395;;;;2010;;2010;2010;;;;;;;;;;;;;;;;;;;;
SN00321;App1_396;App2_396;Nombre_396;V;Nombre_396 App1_396;homepages/Nombre_396App1_396;;USAL;Castilla Leon;;;;email_396;;;;2010;;2010;2010;;;;;;;;;;;;;;;;;;;;
SN00322;App1_397;App2_397;Nombre_397;V;Nombre_397 App1_397;homepages/Nombre_397App1_397;;EHU;Pais Vasco;;;;email_397;;;;2010;;2010;2010;;;;;;;;;;;;;;;;;;;;
SN00323;App1_398;App2_398;Nombre_398;V;Nombre_398 App1_398;homepages/Nombre_398App1_398;;UCLM;Castilla-La Mancha;;;;email_398;;;;2010;;2010;2010;;;;;;;;;;;;;;;;;;;;
SN00324;App1_399;App2_399;Nombre_399;V;Nombre_399 App1_399;homepages/Nombre_399App1_399;;UCA;Andalucia;;;;email_399;;;;2010;Sí;2017;2010;;;;;;2017;;;;;;;;;;;;;;
SN00325;App1_400;App2_400;Nombre_400;V;Nombre_400 App1_400;homepages/Nombre_400App1_400;;UPM;C. Madrid;;;;email_400;;;;2010;;2010;2010;;;;;;;;;;;;;;;;;;;;
SN00326;App1_401;App2_401;Nombre_401;V;Nombre_401 App1_401;homepages/Nombre_401App1_401;;UPLSP;Extranjero;;;MX;email_401;;;;2010;;2010;2010;;;;;;;;;;;;;;;;;;;;
SN00327;App1_402;App2_402;Nombre_402;V;Nombre_402 App1_402;homepages/Nombre_402App1_402;;UDC;Galicia;;;;email_402;;;;2010;;2010;2010;;;;;;;;;;;;;;;;;;;;
SN00328;App1_403;App2_403;Nombre_403;V;Nombre_403 App1_403;homepages/Nombre_403App1_403;;UNEX;Extremadura;;;;email_403;;;;2010;;2010;2010;;;;;;;;;;;;;;;;;;;;
SN00329;App1_404;App2_404;Nombre_404;V;Nombre_404 App1_404;homepages/Nombre_404App1_404;;CENTIC;Murcia;Si;;;email_404;;;;2010;;2010;2010;;;;;;;;;;;;;;;;;;;;
SN00330;App1_405;App2_405;Nombre_405;V;Nombre_405 App1_405;homepages/Nombre_405App1_405;;UMA;Andalucia;;;;email_405;;;;2010;;2010;2010;;;;;;;;;;;;;;;;;;;;
SN00331;App1_406;App2_406;Nombre_406;V;Nombre_406 App1_406;homepages/Nombre_406App1_406;;ISOCO;C. Madrid;Si;;;email_406;;;;2010;;2010;2010;;;;;;;;;;;;;;;;;;;;
SN00332;App1_407;App2_407;Nombre_407;V;Nombre_407 App1_407;homepages/Nombre_407App1_407;;UNEX;Extremadura;;;;email_407;;;;2010;;2010;2010;;;;;;;;;;;;;;;;;;;;
SN00333;App1_125;App2_125;Nombre_125;M;Nombre_125 App1_125;homepages/Nombre_125App1_125;;UC3M;C. Madrid;;;;email_125;;;;2010;;2010;2010;;;;;;;;;;;;;;;;;;;;
SN00334;App1_126;App2_126;Nombre_126;M;Nombre_126 App1_126;homepages/Nombre_126App1_126;;UNEX;Extremadura;;;;email_126;;;;2010;;2010;2010;;;;;;;;;;;;;;;;;;;;
SN00335;App1_408;App2_408;Nombre_408;V;Nombre_408 App1_408;homepages/Nombre_408App1_408;;Junta Andalucia;Andalucia;Si;;;email_408;;;;2010;;2010;2010;;;;;;;;;;;;;;;;;;;;
SN00336;App1_409;App2_409;Nombre_409;V;Nombre_409 App1_409;homepages/Nombre_409App1_409;;DEUSTO;Pais Vasco;;;;email_409;;;;2010;;2010;2010;;;;;;;;;;;;;;;;;;;;
SN00337;App1_410;App2_410;Nombre_410;V;Nombre_410 App1_410;homepages/Nombre_410App1_410;;UPM;C. Madrid;;;;email_410;;;;2010;;2010;2010;;;;;;;;;;;;;;;;;;;;
SN00338;App1_411;App2_411;Nombre_411;V;Nombre_411 App1_411;homepages/Nombre_411App1_411;;EAFIT;Extranjero;;;CO;email_411;;;;2010;;2010;2010;;;;;;;;;;;;;;;;;;;;
SN00339;App1_412;App2_412;Nombre_412;V;Nombre_412 App1_412;homepages/Nombre_412App1_412;;OpenUniversity;Extranjero;;;UK;email_412;;;;2010;;2010;2010;;;;;;;;;;;;;;;;;;;;
SN00340;App1_127;App2_127;Nombre_127;M;Nombre_127 App1_127;homepages/Nombre_127App1_127;;UJI;C. Valenciana;;;;email_127;;;;2010;;2010;2010;;;;;;;;;;;;;;;;;;;;
SN00341;App1_413;App2_413;Nombre_413;V;Nombre_413 App1_413;homepages/Nombre_413App1_413;;UCM;C. Madrid;;;;email_413;;;;2010;;2010;2010;;;;;;;;;;;;;;;;;;;;
SN00342;App1_128;App2_128;Nombre_128;M;Nombre_128 App1_128;homepages/Nombre_128App1_128;;UCM;C. Madrid;;;;email_128;;;;2010;;2010;2010;;;;;;;;;;;;;;;;;;;;
SN00343;App1_414;App2_414;Nombre_414;V;Nombre_414 App1_414;homepages/Nombre_414App1_414;;UC3M;C. Madrid;;;;email_414;;;;2010;;2010;2010;;;;;;;;;;;;;;;;;;;;
SN00344;App1_415;App2_415;Nombre_415;V;Nombre_415 App1_415;homepages/Nombre_415App1_415;;ATOS;C. Madrid;Si;;;email_415;;;;2010;;2010;2010;;;;;;;;;;;;;;;;;;;;
SN00345;App1_416;App2_416;Nombre_416;V;Nombre_416 App1_416;homepages/Nombre_416App1_416;;UCM;C. Madrid;;;;email_416;;;;2010;;2010;2010;;;;;;;;;;;;;;;;;;;;
SN00346;App1_417;App2_417;Nombre_417;V;Nombre_417 App1_417;homepages/Nombre_417App1_417;;UPM;C. Madrid;;;;email_417;;;;2010;;2010;2010;;;;;;;;;;;;;;;;;;;;
SN00347;App1_418;App2_418;Nombre_418;V;Nombre_418 App1_418;homepages/Nombre_418App1_418;;US;Andalucia;;;;email_418;;;;2010;Sí;2017;2010;;;;;;2017;;;;;;;;;;;;;;
SN00348;App1_129;App2_129;Nombre_129;M;Nombre_129 App1_129;homepages/Nombre_129App1_129;;UCLM;Castilla-La Mancha;;;;email_129;;;;2010;;2010;2010;;;;;;;;;;;;;;;;;;;;
SN00349;App1_419;App2_419;Nombre_419;V;Nombre_419 App1_419;homepages/Nombre_419App1_419;;UCM;C. Madrid;;;;email_419;;;;2010;;2010;2010;;;;;;;;;;;;;;;;;;;;
SN00350;App1_420;App2_420;Nombre_420;V;Nombre_420 App1_420;homepages/Nombre_420App1_420;;US;Andalucia;;;;email_420;;;;2010;;2010;2010;;;;;;;;;;;;;;;;;;;;
SN00351;App1_421;App2_421;Nombre_421;V;Nombre_421 App1_421;homepages/Nombre_421App1_421;;Junta Andalucia;Andalucia;Si;;;email_421;;;;2010;;2010;2010;;;;;;;;;;;;;;;;;;;;
SN00352;App1_422;App2_422;Nombre_422;V;Nombre_422 App1_422;homepages/Nombre_422App1_422;;UPV;C. Valenciana;;;;email_422;;;;2010;Sí;2016;2010;;;;;2016;;;;;;;;;;;;;;;
SN00353;App1_423;App2_423;Nombre_423;V;Nombre_423 App1_423;homepages/Nombre_423App1_423;;UNIOVI;Asturias;;;;email_423;;;;2010;;2010;2010;;;;;;;;;;;;;;;;;;;;
SN00354;App1_130;App2_130;Nombre_130;M;Nombre_130 App1_130;homepages/Nombre_130App1_130;;UPM;C. Madrid;;;;email_130;;;;2010;Sí;2016;2010;;;;;2016;;;;;;;;;;;;;;;
SN00355;App1_424;App2_424;Nombre_424;V;Nombre_424 App1_424;homepages/Nombre_424App1_424;;UAL;Andalucia;;;;email_424;;;;2015;Sí;2017;;;;;2015;;2017;;;;;;;;;;;;;;
SN00356;App1_425;App2_425;Nombre_425;V;Nombre_425 App1_425;homepages/Nombre_425App1_425;;EHU;Pais Vasco;;;;email_425;;;;2015;Sí;2015;;;;;2015;;;;;;;;;;;;;;;;
SN00357;App1_426;App2_426;Nombre_426;V;Nombre_426 App1_426;homepages/Nombre_426App1_426;;UAL;Andalucia;;;;email_426;;;;2015;Sí;2017;;;;;2015;2016;2017;;;;;;;;;;;;;;
SN00358;App1_427;App2_427;Nombre_427;V;Nombre_427 App1_427;homepages/Nombre_427App1_427;;UCM;C. Madrid;;;;email_427;;;;2015;Sí;2015;;;;;2015;;;;;;;;;;;;;;;;
SN00359;App1_131;App2_131;Nombre_131;M;Nombre_131 App1_131;homepages/Nombre_131App1_131;;UCM;C. Madrid;;;;email_131;;;;2015;Sí;2015;;;;;2015;;;;;;;;;;;;;;;;
SN00360;App1_132;App2_132;Nombre_132;M;Nombre_132 App1_132;homepages/Nombre_132App1_132;;UPV;C. Valenciana;;;;email_132;;;;2015;Sí;2015;;;;;2015;;;;;;;;;;;;;;;;
